 authid |   name    |                                      name                                       | count 
   4040 | Wei Liu   | IEEE Trans. Vis. Comput. Graph.                                                 |     1
   4040 | Wei Liu   | KDD Workshop on Knowledge Discovery from Sensor Data                            |     1
  21694 | Yan Zhang | PATMOS                                                                          |     1
   6036 | Wei Wang  | ChinaSIP                                                                        |     2
  21694 | Yan Zhang | CSEE&T                                                                          |     1
   6036 | Wei Wang  | Advanced Robotics                                                               |     1
   4040 | Wei Liu   | ISAAC                                                                           |     1
   4040 | Wei Liu   | IEEE Wireless Commun. Letters                                                   |     1
  21694 | Yan Zhang | AAAI                                                                            |     9
   6036 | Wei Wang  | TASE                                                                            |     2
   6036 | Wei Wang  | IWDW                                                                            |     1
   6036 | Wei Wang  | TACO                                                                            |     1
   4040 | Wei Liu   | e-Science                                                                       |     1
   6036 | Wei Wang  | CSEE (4)                                                                        |     1
   6036 | Wei Wang  | Geoinformatics                                                                  |     1
   4040 | Wei Liu   | IEEE Geosci. Remote Sensing Lett.                                               |     2
   6036 | Wei Wang  | ECEASST                                                                         |     1
   6036 | Wei Wang  | PAKDD (2)                                                                       |     1
  21694 | Yan Zhang | ACL (2)                                                                         |     1
  21694 | Yan Zhang | ISCAS                                                                           |     2
   4040 | Wei Liu   | NETGAMES                                                                        |     1
   4040 | Wei Liu   | Journal of Biomedical Informatics                                               |     3
  21694 | Yan Zhang | GreenCom/iThings/CPScom                                                         |     1
  21694 | Yan Zhang | ICASSP (5)                                                                      |     1
   6036 | Wei Wang  | MIAR                                                                            |     1
  21694 | Yan Zhang | ICDM                                                                            |     2
  21694 | Yan Zhang | COMPSAC (2)                                                                     |     1
  21694 | Yan Zhang | RSKT                                                                            |     1
   4040 | Wei Liu   | ISPE CE                                                                         |     1
  21694 | Yan Zhang | BMC Systems Biology                                                             |     5
  21694 | Yan Zhang | Computers&Chemical Engineering                                                  |     3
   6036 | Wei Wang  | FCST                                                                            |     2
   4040 | Wei Liu   | Journal of Circuits, Systems, and Computers                                     |     1
   6036 | Wei Wang  | TAC                                                                             |     1
   6036 | Wei Wang  | GECCO                                                                           |     2
   4040 | Wei Liu   | ACCV (4)                                                                        |     1
   4040 | Wei Liu   | Parallel and Distributed Computing and Networks                                 |     1
   6036 | Wei Wang  | J. Symb. Log.                                                                   |     3
  21694 | Yan Zhang | Pattern Recognition Letters                                                     |     1
  21694 | Yan Zhang | CCPR                                                                            |     1
   6036 | Wei Wang  | ISNN (2)                                                                        |     5
   4040 | Wei Liu   | IEEE T. Geoscience and Remote Sensing                                           |     1
  21694 | Yan Zhang | J. Sci. Comput.                                                                 |     2
   4040 | Wei Liu   | Nucleic Acids Research                                                          |     4
   4040 | Wei Liu   | IRI                                                                             |     1
   6036 | Wei Wang  | MEMOCODE                                                                        |     1
   6036 | Wei Wang  | JNW                                                                             |     7
   6036 | Wei Wang  | Computer Aided Geometric Design                                                 |     1
   6036 | Wei Wang  | IET Communications                                                              |     1
   6036 | Wei Wang  | ACPR                                                                            |     1
  21694 | Yan Zhang | ICDMA                                                                           |     2
  21694 | Yan Zhang | Physical Communication                                                          |     1
  21694 | Yan Zhang | Eurographics (Short Papers)                                                     |     2
   6036 | Wei Wang  | Signal, Image and Video Processing                                              |     1
  21694 | Yan Zhang | EAI Endorsed Trans. Energy Web                                                  |     1
  21694 | Yan Zhang | DBTA                                                                            |     1
   6036 | Wei Wang  | SIGIR                                                                           |     1
  21694 | Yan Zhang | Journal of Computer Research and Development                                    |     1
   4040 | Wei Liu   | J. Solid-State Circuits                                                         |     1
   4040 | Wei Liu   | IJDSN                                                                           |     3
   4040 | Wei Liu   | ACM TIST                                                                        |     1
   4040 | Wei Liu   | CISS                                                                            |     2
  21694 | Yan Zhang | ROBIO                                                                           |     4
  21694 | Yan Zhang | DAC                                                                             |     2
  21694 | Yan Zhang | AICI                                                                            |     1
   4040 | Wei Liu   | FSKD                                                                            |     4
  21694 | Yan Zhang | CAR                                                                             |     1
  21694 | Yan Zhang | Fundam. Inform.                                                                 |     2
  21694 | Yan Zhang | CCECE                                                                           |     2
   4040 | Wei Liu   | IEEE Intell. Transport. Syst. Mag.                                              |     1
   4040 | Wei Liu   | Interactions                                                                    |     1
  21694 | Yan Zhang | J. Electrical and Computer Engineering                                          |     1
   4040 | Wei Liu   | MOBICOM-CoRoNet                                                                 |     1
  21694 | Yan Zhang | IEEE Trans. Circuits Syst. Video Techn.                                         |     1
   6036 | Wei Wang  | ICASSP                                                                          |     5
   6036 | Wei Wang  | Int. J. Intell. Syst.                                                           |     1
   4040 | Wei Liu   | ATAL                                                                            |     1
  21694 | Yan Zhang | Australian Conference on Artificial Intelligence                                |     5
   4040 | Wei Liu   | Virtual Reality                                                                 |     1
   6036 | Wei Wang  | Computer Communications                                                         |     1
   4040 | Wei Liu   | JDIM                                                                            |     1
   6036 | Wei Wang  | EURASIP J. Audio, Speech and Music Processing                                   |     1
  21694 | Yan Zhang | KDIR                                                                            |     1
   4040 | Wei Liu   | SCVT                                                                            |     1
  21694 | Yan Zhang | ATVA                                                                            |     1
   4040 | Wei Liu   | IJMSO                                                                           |     1
   6036 | Wei Wang  | GIS                                                                             |     1
   4040 | Wei Liu   | Signal Processing                                                               |    20
   4040 | Wei Liu   | Advances in Computer Entertainment Technology                                   |     3
   4040 | Wei Liu   | PDPTA                                                                           |     1
   4040 | Wei Liu   | WISM (3)                                                                        |     1
  21694 | Yan Zhang | ICALT                                                                           |     1
   6036 | Wei Wang  | IEEE T. Instrumentation and Measurement                                         |     4
   6036 | Wei Wang  | IEEE Transactions on Systems, Man, and Cybernetics, Part B                      |     1
   4040 | Wei Liu   | IEEE Trans. on CAD of Integrated Circuits and Systems                           |     1
   6036 | Wei Wang  | ICSI (1)                                                                        |     1
   6036 | Wei Wang  | CSSE (4)                                                                        |     1
   6036 | Wei Wang  | GREC                                                                            |     1
   6036 | Wei Wang  | IEEE Trans. Emerging Topics Comput.                                             |     1
  21694 | Yan Zhang | WAIM Workshops                                                                  |     2
   4040 | Wei Liu   | ICECS                                                                           |     1
   6036 | Wei Wang  | ICME                                                                            |     4
   6036 | Wei Wang  | Advanced Engineering Informatics                                                |     1
   4040 | Wei Liu   | MLMI                                                                            |     1
  21694 | Yan Zhang | SAC                                                                             |     2
  21694 | Yan Zhang | ASIACCS                                                                         |     2
  21694 | Yan Zhang | IEEE Internet of Things Journal                                                 |     1
  21694 | Yan Zhang | MASS                                                                            |     2
   6036 | Wei Wang  | Wireless Personal Communications                                                |     1
  21694 | Yan Zhang | Ad Hoc Networks                                                                 |     1
  21694 | Yan Zhang | ICDCS Workshop on Internet                                                      |     1
   6036 | Wei Wang  | ACSAC                                                                           |     2
   4040 | Wei Liu   | WAIM                                                                            |     4
   4040 | Wei Liu   | CNSR                                                                            |     1
  21694 | Yan Zhang | Inf. Syst.                                                                      |     1
  21694 | Yan Zhang | LPNMR                                                                           |     4
   6036 | Wei Wang  | IJDLS                                                                           |     2
  21694 | Yan Zhang | EMNLP                                                                           |     3
   4040 | Wei Liu   | ACCV (1)                                                                        |     1
  21694 | Yan Zhang | SeGAH                                                                           |     1
  21694 | Yan Zhang | IEA/AIE                                                                         |     3
  21694 | Yan Zhang | VTC Spring                                                                      |     7
  21694 | Yan Zhang | ICNC (2)                                                                        |     2
  21694 | Yan Zhang | Int. J. Biomedical Imaging                                                      |     1
  21694 | Yan Zhang | BODYNETS                                                                        |     1
   6036 | Wei Wang  | CORIA                                                                           |     1
   4040 | Wei Liu   | WISE                                                                            |     2
  21694 | Yan Zhang | AAAI/IAAI, Vol. 1                                                               |     1
   4040 | Wei Liu   | CW                                                                              |     1
   6036 | Wei Wang  | ISCID (2)                                                                       |     1
   6036 | Wei Wang  | CODES+ISSS                                                                      |     1
  21694 | Yan Zhang | WCSP                                                                            |     2
   4040 | Wei Liu   | HCI (11)                                                                        |     1
   4040 | Wei Liu   | IEEE/ACM Transactions on Audio, Speech&Language Processing                      |     2
   6036 | Wei Wang  | WTS                                                                             |     1
   6036 | Wei Wang  | ISBI                                                                            |     3
   4040 | Wei Liu   | ECML/PKDD (2)                                                                   |     1
   4040 | Wei Liu   | IWACA                                                                           |     1
  21694 | Yan Zhang | Photonic Network Communications                                                 |     1
   4040 | Wei Liu   | Signal Processing Systems                                                       |     1
   4040 | Wei Liu   | ACM Great Lakes Symposium on VLSI                                               |     1
   4040 | Wei Liu   | DCC                                                                             |     1
  21694 | Yan Zhang | CHI PLAY                                                                        |     1
  21694 | Yan Zhang | NSS                                                                             |     1
  21694 | Yan Zhang | Int. J. Inf. Sec.                                                               |     3
  21694 | Yan Zhang | Three-Dimensional Image Capture and Applications                                |     1
   4040 | Wei Liu   | COLING                                                                          |     1
  21694 | Yan Zhang | APJOR                                                                           |     1
   6036 | Wei Wang  | ISIC                                                                            |     1
  21694 | Yan Zhang | AIRS                                                                            |     4
   6036 | Wei Wang  | ISIA                                                                            |     1
   6036 | Wei Wang  | ISNN (3)                                                                        |     2
   6036 | Wei Wang  | Computational Intelligence                                                      |     1
   4040 | Wei Liu   | HCI (25)                                                                        |     1
   6036 | Wei Wang  | Soft Comput.                                                                    |     2
  21694 | Yan Zhang | TVS                                                                             |     1
   4040 | Wei Liu   | Int. J. Communication Systems                                                   |     1
   6036 | Wei Wang  | ICDM Workshops                                                                  |     1
  21694 | Yan Zhang | ICTAI                                                                           |     4
   6036 | Wei Wang  | WWW (Companion Volume)                                                          |     2
   6036 | Wei Wang  | Int. J. Comput. Math.                                                           |     1
  21694 | Yan Zhang | Adv. Numerical Analysis                                                         |     1
   4040 | Wei Liu   | CIT/IUCC/DASC/PICom                                                             |     2
  21694 | Yan Zhang | CHI Extended Abstracts                                                          |     1
   4040 | Wei Liu   | IIH-MSP                                                                         |     2
  21694 | Yan Zhang | SODA                                                                            |     1
   4040 | Wei Liu   | ICCA                                                                            |     1
   6036 | Wei Wang  | IEEE Journal on Selected Areas in Communications                                |     1
  21694 | Yan Zhang | Wireless Sensor Network                                                         |     1
  21694 | Yan Zhang | EURASIP J. Wireless Comm. and Networking                                        |     4
   6036 | Wei Wang  | Appl. Intell.                                                                   |     1
   6036 | Wei Wang  | BCB                                                                             |     3
  21694 | Yan Zhang | CCTA (2)                                                                        |     1
   6036 | Wei Wang  | IEEE Trans. Automat. Contr.                                                     |     2
   4040 | Wei Liu   | GCC (2)                                                                         |     1
   4040 | Wei Liu   | WiNTECH                                                                         |     1
   4040 | Wei Liu   | IEEE T. Systems, Man, and Cybernetics: Systems                                  |     1
   6036 | Wei Wang  | ICA3PP (2)                                                                      |     2
   4040 | Wei Liu   | Web Intelligence                                                                |     1
   6036 | Wei Wang  | IWBF                                                                            |     1
  21694 | Yan Zhang | AINA                                                                            |     1
  21694 | Yan Zhang | ICITA (2)                                                                       |     1
  21694 | Yan Zhang | IEEE Communications Surveys and Tutorials                                       |     3
  21694 | Yan Zhang | CLSW                                                                            |     1
   4040 | Wei Liu   | ICON                                                                            |     3
   4040 | Wei Liu   | ISSNIP                                                                          |     1
   4040 | Wei Liu   | CCTA                                                                            |     2
   6036 | Wei Wang  | Optimization Methods and Software                                               |     1
   6036 | Wei Wang  | CIS (1)                                                                         |     2
  21694 | Yan Zhang | EDOC                                                                            |     1
   6036 | Wei Wang  | CSO                                                                             |     2
   6036 | Wei Wang  | IEEE Trans. Pattern Anal. Mach. Intell.                                         |     2
   4040 | Wei Liu   | PCM                                                                             |     3
   4040 | Wei Liu   | MOBICOM                                                                         |     1
   6036 | Wei Wang  | CSIE (4)                                                                        |     2
  21694 | Yan Zhang | VTC Fall                                                                        |     6
   6036 | Wei Wang  | IEEE Trans. Smart Grid                                                          |     1
   6036 | Wei Wang  | DMSN                                                                            |     1
   6036 | Wei Wang  | ICSDM                                                                           |     1
   4040 | Wei Liu   | IEEE Transactions on Wireless Communications                                    |     1
   4040 | Wei Liu   | Database                                                                        |     2
   6036 | Wei Wang  | Comp.-Aided Civil and Infrastruct. Engineering                                  |     3
   6036 | Wei Wang  | ERSA                                                                            |     1
   4040 | Wei Liu   | Mathematical and Computer Modelling                                             |     2
   4040 | Wei Liu   | FP7 FIRE/EULER                                                                  |     1
  21694 | Yan Zhang | PLoS Computational Biology                                                      |     3
   6036 | Wei Wang  | Applied Mathematics and Computation                                             |     4
   4040 | Wei Liu   | Numerical Algorithms                                                            |     1
   4040 | Wei Liu   | ECCV Workshop BioAW                                                             |     1
  21694 | Yan Zhang | IET Communications                                                              |     1
   4040 | Wei Liu   | ICASSP (2)                                                                      |     3
  21694 | Yan Zhang | JNW                                                                             |     4
  21694 | Yan Zhang | DSAA                                                                            |     1
  21694 | Yan Zhang | DIFTS@FMCAD                                                                     |     1
   6036 | Wei Wang  | CSS                                                                             |     1
   6036 | Wei Wang  | IJWGS                                                                           |     1
   6036 | Wei Wang  | Computers&Chemical Engineering                                                  |     3
   4040 | Wei Liu   | IEEE Signal Process. Lett.                                                      |     7
   6036 | Wei Wang  | CCPR                                                                            |     1
   6036 | Wei Wang  | Pattern Recognition Letters                                                     |     2
  21694 | Yan Zhang | ISLPED                                                                          |     1
   6036 | Wei Wang  | GreenCom/iThings/CPScom                                                         |     1
  21694 | Yan Zhang | ACISP                                                                           |     1
  21694 | Yan Zhang | GLOBECOM Workshops                                                              |     1
   6036 | Wei Wang  | ICDM                                                                            |     5
  21694 | Yan Zhang | BigData Conference                                                              |     1
   6036 | Wei Wang  | RSKT                                                                            |     1
   4040 | Wei Liu   | ICYCS                                                                           |     1
   4040 | Wei Liu   | CIT (1)                                                                         |     1
  21694 | Yan Zhang | Ann. Math. Artif. Intell.                                                       |     2
   6036 | Wei Wang  | AAAI                                                                            |     4
   6036 | Wei Wang  | ISCAS                                                                           |     4
   4040 | Wei Liu   | J. Sel. Topics Signal Processing                                                |     1
   4040 | Wei Liu   | Autonomous Agents and Multi-Agent Systems                                       |     1
   6036 | Wei Wang  | Int. J. Imaging Systems and Technology                                          |     1
   4040 | Wei Liu   | BIC-TA                                                                          |     1
  21694 | Yan Zhang | HASE                                                                            |     1
  21694 | Yan Zhang | ICME                                                                            |     3
   4040 | Wei Liu   | CIKM                                                                            |     6
  21694 | Yan Zhang | APSEC                                                                           |     1
  21694 | Yan Zhang | MobiQuitous                                                                     |     1
   6036 | Wei Wang  | WImBI                                                                           |     1
   6036 | Wei Wang  | CoNEXT                                                                          |     1
   6036 | Wei Wang  | Integration                                                                     |     1
  21694 | Yan Zhang | SRDS                                                                            |     1
   6036 | Wei Wang  | TrustCom                                                                        |     2
   4040 | Wei Liu   | IEICE Electronic Express                                                        |     5
  21694 | Yan Zhang | IEEE T. Instrumentation and Measurement                                         |     4
  21694 | Yan Zhang | GlobalSIP                                                                       |     1
   4040 | Wei Liu   | IJRIS                                                                           |     1
   6036 | Wei Wang  | IEEE Trans. Circuits Syst. Video Techn.                                         |     2
  21694 | Yan Zhang | ICASSP                                                                          |     2
   6036 | Wei Wang  | FUSION                                                                          |     2
  21694 | Yan Zhang | Computer Communications                                                         |     9
  21694 | Yan Zhang | PODC                                                                            |     1
   6036 | Wei Wang  | Australian Conference on Artificial Intelligence                                |     1
  21694 | Yan Zhang | KR                                                                              |     7
   6036 | Wei Wang  | DBTA                                                                            |     4
   6036 | Wei Wang  | iJOE                                                                            |     1
   4040 | Wei Liu   | ICIP                                                                            |     7
   4040 | Wei Liu   | PAKDD                                                                           |     1
   6036 | Wei Wang  | ICDSC                                                                           |     1
   6036 | Wei Wang  | ROBIO                                                                           |    20
  21694 | Yan Zhang | ICEIS (1)                                                                       |     1
   4040 | Wei Liu   | ITSSA                                                                           |     1
  21694 | Yan Zhang | Computational Intelligence                                                      |     1
   4040 | Wei Liu   | ICIAR (1)                                                                       |     1
   6036 | Wei Wang  | IEEE Transactions on Robotics                                                   |     1
   4040 | Wei Liu   | WKDD                                                                            |     2
  21694 | Yan Zhang | ICEC                                                                            |     1
   6036 | Wei Wang  | NTCIR                                                                           |     1
  21694 | Yan Zhang | ISBI                                                                            |     1
   4040 | Wei Liu   | IEEE T. Vehicular Technology                                                    |     6
  21694 | Yan Zhang | ICDE Workshops                                                                  |     1
   6036 | Wei Wang  | Eur. J. Comb.                                                                   |     1
   4040 | Wei Liu   | IEEE Trans. VLSI Syst.                                                          |     1
  21694 | Yan Zhang | Annales des Télécommunications                                                |     1
   6036 | Wei Wang  | Photonic Network Communications                                                 |     2
   6036 | Wei Wang  | DEXA (2)                                                                        |     1
   6036 | Wei Wang  | VTC Spring                                                                      |     6
   6036 | Wei Wang  | ICNC (2)                                                                        |     3
   6036 | Wei Wang  | WCSP                                                                            |     3
  21694 | Yan Zhang | ISCID (2)                                                                       |     1
   6036 | Wei Wang  | IISWC                                                                           |     1
  21694 | Yan Zhang | CODES+ISSS                                                                      |     1
   6036 | Wei Wang  | TREC                                                                            |     2
  21694 | Yan Zhang | Wireless Personal Communications                                                |     6
   4040 | Wei Liu   | CIT                                                                             |     1
   4040 | Wei Liu   | SiPS                                                                            |     2
   4040 | Wei Liu   | JCP                                                                             |     8
   6036 | Wei Wang  | FUZZ-IEEE                                                                       |     2
   6036 | Wei Wang  | SCDM                                                                            |     1
   4040 | Wei Liu   | IEEE Communications Letters                                                     |     2
   6036 | Wei Wang  | VTC Fall                                                                        |     1
   6036 | Wei Wang  | Simulation Modelling Practice and Theory                                        |     1
  21694 | Yan Zhang | ASP-DAC                                                                         |     5
   6036 | Wei Wang  | Connect. Sci.                                                                   |     1
   4040 | Wei Liu   | IEEE/ACM Trans. Comput. Biology Bioinform.                                      |     1
   6036 | Wei Wang  | CSO (1)                                                                         |     1
   6036 | Wei Wang  | PLoS Computational Biology                                                      |     2
   4040 | Wei Liu   | AusDM                                                                           |     4
   4040 | Wei Liu   | ECCV (5)                                                                        |     1
   4040 | Wei Liu   | J. Applied Mathematics                                                          |     4
   4040 | Wei Liu   | IEEE Congress on Evolutionary Computation                                       |     1
   4040 | Wei Liu   | IEEE T. Haptics                                                                 |     1
  21694 | Yan Zhang | WoWMoM                                                                          |     1
   4040 | Wei Liu   | IEEE Transactions on Image Processing                                           |     9
   4040 | Wei Liu   | WSA                                                                             |     1
   4040 | Wei Liu   | RAM                                                                             |     1
   4040 | Wei Liu   | FSKD (1)                                                                        |     1
   6036 | Wei Wang  | CHI Extended Abstracts                                                          |     1
  21694 | Yan Zhang | KES (2)                                                                         |     2
  21694 | Yan Zhang | ICDCS                                                                           |     1
   6036 | Wei Wang  | ISIP                                                                            |     1
   6036 | Wei Wang  | ISPEC                                                                           |     1
   4040 | Wei Liu   | Machine Learning                                                                |     1
   4040 | Wei Liu   | IFIP Congress Topical Sessions                                                  |     1
  21694 | Yan Zhang | CAIP (1)                                                                        |     1
   6036 | Wei Wang  | I. J. Bifurcation and Chaos                                                     |     1
   4040 | Wei Liu   | GCC                                                                             |     2
   4040 | Wei Liu   | OTM Workshops (1)                                                               |     1
   4040 | Wei Liu   | GLOBECOM                                                                        |    12
   4040 | Wei Liu   | ICITA (1)                                                                       |     1
   4040 | Wei Liu   | ICWL                                                                            |     1
   4040 | Wei Liu   | IEEE MultiMedia                                                                 |     1
   6036 | Wei Wang  | VMCAI                                                                           |     1
   4040 | Wei Liu   | SKG                                                                             |     4
   6036 | Wei Wang  | IJCBPL                                                                          |     1
   6036 | Wei Wang  | APSys                                                                           |     1
   6036 | Wei Wang  | J. Computational Applied Mathematics                                            |     2
   4040 | Wei Liu   | ICONIP (2)                                                                      |     1
   4040 | Wei Liu   | KDD                                                                             |     6
   6036 | Wei Wang  | Electr. Notes Theor. Comput. Sci.                                               |     1
   4040 | Wei Liu   | LCPC                                                                            |     1
   6036 | Wei Wang  | LANMAN                                                                          |     1
  21694 | Yan Zhang | AINA Workshops (2)                                                              |     1
  21694 | Yan Zhang | Computers&Graphics                                                              |     2
  21694 | Yan Zhang | Expert Syst. Appl.                                                              |     1
  21694 | Yan Zhang | CoNLL Shared Task                                                               |     1
   4040 | Wei Liu   | MONET                                                                           |     1
   4040 | Wei Liu   | INFOCOM                                                                         |     6
  21694 | Yan Zhang | EURASIP J. Adv. Sig. Proc.                                                      |     1
   6036 | Wei Wang  | ICIC (3)                                                                        |     2
   4040 | Wei Liu   | MVA                                                                             |     4
   6036 | Wei Wang  | ICB                                                                             |     1
   6036 | Wei Wang  | SIGMOD Record                                                                   |     2
   6036 | Wei Wang  | SHARK@ICSE                                                                      |     1
   4040 | Wei Liu   | ALPIT                                                                           |     1
   4040 | Wei Liu   | IJTHI                                                                           |     1
   6036 | Wei Wang  | IEEE Trans. Industrial Informatics                                              |     1
   6036 | Wei Wang  | J. Sensor Technology                                                            |     1
  21694 | Yan Zhang | Computers&OR                                                                    |     1
  21694 | Yan Zhang | TrustCom/ISPA/IUCC                                                              |     1
  21694 | Yan Zhang | PIMRC                                                                           |    16
  21694 | Yan Zhang | IEEE Trans. Parallel Distrib. Syst.                                             |     1
   6036 | Wei Wang  | IEEE Transactions on Information Theory                                         |     1
  21694 | Yan Zhang | SIN                                                                             |     2
  21694 | Yan Zhang | ADMA (2)                                                                        |     2
  21694 | Yan Zhang | JSW                                                                             |     4
   4040 | Wei Liu   | DaWaK                                                                           |     1
   6036 | Wei Wang  | Int. J. Hum.-Comput. Stud.                                                      |     1
   4040 | Wei Liu   | Pattern Recognition                                                             |     1
   6036 | Wei Wang  | ICPCA/SWS                                                                       |     3
  21694 | Yan Zhang | Software Quality Journal                                                        |     1
   6036 | Wei Wang  | IJMTM                                                                           |     1
   6036 | Wei Wang  | CyberC                                                                          |     2
   6036 | Wei Wang  | ICSI (2)                                                                        |     1
   6036 | Wei Wang  | GIR                                                                             |     1
  21694 | Yan Zhang | ADMA (1)                                                                        |     3
   4040 | Wei Liu   | ICADL                                                                           |     1
  21694 | Yan Zhang | Wireless Communications and Mobile Computing                                    |    13
   6036 | Wei Wang  | Social Networks                                                                 |     1
   4040 | Wei Liu   | LREC                                                                            |     2
   4040 | Wei Liu   | IEEE Transactions on Communications                                             |     2
   4040 | Wei Liu   | Automatica                                                                      |     1
   6036 | Wei Wang  | ASONAM                                                                          |     1
   6036 | Wei Wang  | ICS                                                                             |     1
   4040 | Wei Liu   | APCHI                                                                           |     1
   6036 | Wei Wang  | iThings/GreenCom/CPSCom                                                         |     1
   6036 | Wei Wang  | Knowl. Inf. Syst.                                                               |     1
   4040 | Wei Liu   | FGR                                                                             |     1
   6036 | Wei Wang  | VNC                                                                             |     2
   6036 | Wei Wang  | Bioinformatics                                                                  |     7
  21694 | Yan Zhang | ICNC (1)                                                                        |     1
   6036 | Wei Wang  | WIFS                                                                            |     1
   4040 | Wei Liu   | Canadian Conference on AI                                                       |     1
   4040 | Wei Liu   | PACIS                                                                           |     2
  21694 | Yan Zhang | CDC                                                                             |     1
   4040 | Wei Liu   | IUI                                                                             |     2
  21694 | Yan Zhang | VINCI                                                                           |     1
  21694 | Yan Zhang | ECBS                                                                            |     1
   6036 | Wei Wang  | CIMCA/IAWTIC/ISE                                                                |     1
   4040 | Wei Liu   | SIAM J. Numerical Analysis                                                      |     1
  21694 | Yan Zhang | BMC Bioinformatics                                                              |     1
   6036 | Wei Wang  | WETICE                                                                          |     1
   6036 | Wei Wang  | SIAM J. Imaging Sciences                                                        |     1
   6036 | Wei Wang  | ICNSC                                                                           |     1
   6036 | Wei Wang  | ICNC (5)                                                                        |     1
   6036 | Wei Wang  | Comp. Math. Methods in Medicine                                                 |     2
   6036 | Wei Wang  | Computing in Science and Engineering                                            |     1
  21694 | Yan Zhang | IGARSS                                                                          |     5
  21694 | Yan Zhang | ASAP                                                                            |     1
   4040 | Wei Liu   | ICC                                                                             |    18
   6036 | Wei Wang  | Entropy                                                                         |     4
   6036 | Wei Wang  | Computers&Mathematics with Applications                                         |     1
   6036 | Wei Wang  | TBC                                                                             |     1
   6036 | Wei Wang  | UIC/ATC                                                                         |     2
  21694 | Yan Zhang | ICA3PP (1)                                                                      |     1
   6036 | Wei Wang  | Networking                                                                      |     1
   6036 | Wei Wang  | DASC                                                                            |     1
   4040 | Wei Liu   | ICDMA                                                                           |     1
   6036 | Wei Wang  | IJPRAI                                                                          |     2
  21694 | Yan Zhang | AAMAS (1)                                                                       |     1
  21694 | Yan Zhang | Nucleic Acids Research                                                          |     7
   6036 | Wei Wang  | VCIP                                                                            |     1
  21694 | Yan Zhang | J. UCS                                                                          |     3
   4040 | Wei Liu   | Intell. Data Anal.                                                              |     1
   4040 | Wei Liu   | J. Sci. Comput.                                                                 |     1
   6036 | Wei Wang  | NAS                                                                             |     1
   6036 | Wei Wang  | IJPEDS                                                                          |     1
   4040 | Wei Liu   | APWCS                                                                           |     1
   6036 | Wei Wang  | IEEE Transactions on Signal Processing                                          |     4
   4040 | Wei Liu   | IPSN                                                                            |     1
  21694 | Yan Zhang | IEEE Trans. Consumer Electronics                                                |     1
   4040 | Wei Liu   | ICICA (2)                                                                       |     2
  21694 | Yan Zhang | Journal of Biomedical Informatics                                               |     1
  21694 | Yan Zhang | IEEE Geosci. Remote Sensing Lett.                                               |     5
  21694 | Yan Zhang | SIGBED Review                                                                   |     1
  21694 | Yan Zhang | International Conference on Computational Science (1)                           |     1
   4040 | Wei Liu   | CSE                                                                             |     1
   6036 | Wei Wang  | ICIRA (2)                                                                       |     2
   4040 | Wei Liu   | SSPR/SPR                                                                        |     1
   4040 | Wei Liu   | Conference on Designing Interactive Systems                                     |     1
   6036 | Wei Wang  | IEICE Transactions                                                              |     7
   4040 | Wei Liu   | GEC Summit                                                                      |     1
   4040 | Wei Liu   | SAC                                                                             |     2
  21694 | Yan Zhang | Algorithmica                                                                    |     1
   4040 | Wei Liu   | IEEE T. Automation Science and Engineering                                      |     1
  21694 | Yan Zhang | CSIE (2)                                                                        |     2
  21694 | Yan Zhang | WISM (3)                                                                        |     1
   4040 | Wei Liu   | ICWL Workshops                                                                  |     1
  21694 | Yan Zhang | PRIMA                                                                           |     1
   4040 | Wei Liu   | ISNN                                                                            |     1
   4040 | Wei Liu   | J. Comput. Physics                                                              |     2
   4040 | Wei Liu   | Comp. Med. Imag. and Graph.                                                     |     2
   4040 | Wei Liu   | Enterprise IS                                                                   |     1
  21694 | Yan Zhang | HIS                                                                             |     1
   4040 | Wei Liu   | ICPR (4)                                                                        |     1
  21694 | Yan Zhang | Security and Management                                                         |     1
  21694 | Yan Zhang | Briefings in Bioinformatics                                                     |     1
   6036 | Wei Wang  | ICIC (1)                                                                        |     5
   6036 | Wei Wang  | CLOUD                                                                           |     1
   4040 | Wei Liu   | DAC                                                                             |     1
   4040 | Wei Liu   | AICI                                                                            |     3
   6036 | Wei Wang  | Int. J. General Systems                                                         |     1
  21694 | Yan Zhang | Int. J. Communication Systems                                                   |     3
   4040 | Wei Liu   | ISDA (1)                                                                        |     2
  21694 | Yan Zhang | Inf. Res.                                                                       |     3
   4040 | Wei Liu   | ICT                                                                             |     3
   4040 | Wei Liu   | IEEE Transactions on Multimedia                                                 |     3
  21694 | Yan Zhang | SNPD (1)                                                                        |     1
  21694 | Yan Zhang | COLING                                                                          |     1
   6036 | Wei Wang  | I. J. Information Acquisition                                                   |     2
   6036 | Wei Wang  | Inf. Sci.                                                                       |     4
   6036 | Wei Wang  | Computers in Industry                                                           |     1
   4040 | Wei Liu   | ICIRA (1)                                                                       |     1
  21694 | Yan Zhang | ICMR                                                                            |     2
  21694 | Yan Zhang | Signal Processing Systems                                                       |     1
  21694 | Yan Zhang | ACM Great Lakes Symposium on VLSI                                               |     1
  21694 | Yan Zhang | WISE                                                                            |     1
   4040 | Wei Liu   | CAD/Graphics                                                                    |     1
   6036 | Wei Wang  | ICNC                                                                            |     6
   6036 | Wei Wang  | WGEC                                                                            |     2
  21694 | Yan Zhang | Concurrency and Computation: Practice and Experience                            |     1
   6036 | Wei Wang  | ICDAR                                                                           |     1
