 authid |   name    |                                      name                                       | count 
   6036 | Wei Wang  | CCA                                                                             |     2
   4040 | Wei Liu   | APNOMS                                                                          |     2
  21694 | Yan Zhang | Automatica                                                                      |     1
   6036 | Wei Wang  | NLPRS                                                                           |     1
   6036 | Wei Wang  | J. Digital Imaging                                                              |     3
   6036 | Wei Wang  | IEEE Wireless Commun.                                                           |     1
   6036 | Wei Wang  | IPDPS Workshops                                                                 |     1
  21694 | Yan Zhang | ICADL                                                                           |     1
   4040 | Wei Liu   | CGO                                                                             |     2
   4040 | Wei Liu   | ADMA (1)                                                                        |     2
   6036 | Wei Wang  | DATE                                                                            |     1
  21694 | Yan Zhang | IJSTM                                                                           |     1
   6036 | Wei Wang  | WISE Workshops                                                                  |     1
   4040 | Wei Liu   | ICCCN                                                                           |     6
   6036 | Wei Wang  | JCIS                                                                            |     1
   4040 | Wei Liu   | BCS International IT Conferenc                                                  |     1
  21694 | Yan Zhang | ECRTS                                                                           |     1
   4040 | Wei Liu   | ICMLC                                                                           |     2
   4040 | Wei Liu   | Image Vision Comput.                                                            |     1
   4040 | Wei Liu   | ICIP (2)                                                                        |     1
  21694 | Yan Zhang | ACM Trans. Comput. Log.                                                         |     2
   4040 | Wei Liu   | CSNDSP                                                                          |     2
   6036 | Wei Wang  | DFRWS                                                                           |     1
   4040 | Wei Liu   | ADMA (2)                                                                        |     2
   4040 | Wei Liu   | JSW                                                                             |     3
   4040 | Wei Liu   | SecureComm                                                                      |     1
   6036 | Wei Wang  | ACM Trans. Inf. Syst. Secur.                                                    |     1
   6036 | Wei Wang  | WISM                                                                            |     1
  21694 | Yan Zhang | CCL                                                                             |     1
   6036 | Wei Wang  | WSCG                                                                            |     1
   6036 | Wei Wang  | SIGMOD Conference                                                               |     2
   6036 | Wei Wang  | IJBIS                                                                           |     1
   4040 | Wei Liu   | IEEE Trans. Parallel Distrib. Syst.                                             |     1
  21694 | Yan Zhang | Science in China Series F: Information Sciences                                 |     1
   6036 | Wei Wang  | Knowl.-Based Syst.                                                              |     3
   4040 | Wei Liu   | ICPADS                                                                          |     1
   6036 | Wei Wang  | SCIENCE CHINA Information Sciences                                              |     8
   6036 | Wei Wang  | Ars Comb.                                                                       |     3
   6036 | Wei Wang  | Int. J. Digital Earth                                                           |     1
   6036 | Wei Wang  | TACAS                                                                           |     1
  21694 | Yan Zhang | ICIAR                                                                           |     1
   6036 | Wei Wang  | ICICIC (1)                                                                      |     1
   6036 | Wei Wang  | J. Systems Science&Complexity                                                   |     5
   4040 | Wei Liu   | VLSI Signal Processing                                                          |     1
  21694 | Yan Zhang | ICC                                                                             |    34
   4040 | Wei Liu   | ICICA (1)                                                                       |     1
   6036 | Wei Wang  | PWC                                                                             |     1
   6036 | Wei Wang  | Journal of Computational Chemistry                                              |     1
   6036 | Wei Wang  | Big Data                                                                        |     1
   6036 | Wei Wang  | IWQoS                                                                           |     1
   6036 | Wei Wang  | Kybernetes                                                                      |     1
  21694 | Yan Zhang | WAOA                                                                            |     1
   4040 | Wei Liu   | Comp. Int. and Neurosc.                                                         |     1
  21694 | Yan Zhang | Multimedia Tools Appl.                                                          |     4
   4040 | Wei Liu   | MMSP                                                                            |     1
   4040 | Wei Liu   | IGARSS                                                                          |     1
   6036 | Wei Wang  | WCNC                                                                            |     4
   4040 | Wei Liu   | ASAP                                                                            |     1
   4040 | Wei Liu   | Neural Computing and Applications                                               |     1
   6036 | Wei Wang  | HCI (23)                                                                        |     1
   4040 | Wei Liu   | PACCS                                                                           |     1
  21694 | Yan Zhang | INTERSPEECH                                                                     |     1
   6036 | Wei Wang  | LISS (2)                                                                        |     1
  21694 | Yan Zhang | The Journal of Supercomputing                                                   |     3
   6036 | Wei Wang  | ICSME                                                                           |     1
   4040 | Wei Liu   | ICPR                                                                            |     1
   6036 | Wei Wang  | Arch. Math. Log.                                                                |     1
   6036 | Wei Wang  | ACC                                                                             |     5
   6036 | Wei Wang  | SMC                                                                             |    11
  21694 | Yan Zhang | Security and Communication Networks                                             |     2
   6036 | Wei Wang  | CCTA (3)                                                                        |     1
   4040 | Wei Liu   | ICEE                                                                            |     1
  21694 | Yan Zhang | Computer Methods and Programs in Biomedicine                                    |     1
   4040 | Wei Liu   | International Conference on Internet Computing                                  |     2
  21694 | Yan Zhang | ESA                                                                             |     1
  21694 | Yan Zhang | ADMA                                                                            |     1
   4040 | Wei Liu   | BMC Bioinformatics                                                              |     4
   4040 | Wei Liu   | ChinaSIP                                                                        |     1
   6036 | Wei Wang  | IEEE Trans. Mob. Comput.                                                        |     5
  21694 | Yan Zhang | FSKD (2)                                                                        |     2
   6036 | Wei Wang  | MSN                                                                             |     2
   4040 | Wei Liu   | ISICA (2)                                                                       |     2
   4040 | Wei Liu   | CSCWD                                                                           |     6
   4040 | Wei Liu   | VINCI                                                                           |     1
   4040 | Wei Liu   | WACV                                                                            |     1
   4040 | Wei Liu   | SIGGRAPH New Tech Demos                                                         |     1
   6036 | Wei Wang  | NETGAMES                                                                        |     1
   4040 | Wei Liu   | Geoinformatics                                                                  |     4
   6036 | Wei Wang  | IEEE Geosci. Remote Sensing Lett.                                               |     4
  21694 | Yan Zhang | Inf. Process. Manage.                                                           |     3
   4040 | Wei Liu   | PAKDD (2)                                                                       |     2
  21694 | Yan Zhang | Graphics Interface                                                              |     1
   4040 | Wei Liu   | BIBE                                                                            |     1
   6036 | Wei Wang  | International Conference on Computational Science (1)                           |     1
  21694 | Yan Zhang | INDIN                                                                           |     1
  21694 | Yan Zhang | PerCom Workshops                                                                |     1
   4040 | Wei Liu   | TACO                                                                            |     1
  21694 | Yan Zhang | INCoS                                                                           |     1
   6036 | Wei Wang  | ICPP                                                                            |     3
   6036 | Wei Wang  | PAKDD Workshops                                                                 |     1
   4040 | Wei Liu   | BIRTE (Informal Proceedings)                                                    |     1
   6036 | Wei Wang  | SAM                                                                             |     1
   6036 | Wei Wang  | WCRE                                                                            |     1
   6036 | Wei Wang  | ACFIE                                                                           |     1
   4040 | Wei Liu   | J. Electronic Imaging                                                           |     1
   6036 | Wei Wang  | Journal of Biomedical Informatics                                               |     1
  21694 | Yan Zhang | LCN                                                                             |     3
   4040 | Wei Liu   | WEIS                                                                            |     1
   6036 | Wei Wang  | CASoN                                                                           |     1
   6036 | Wei Wang  | ICSOFT                                                                          |     1
  21694 | Yan Zhang | IEEE Trans. Dependable Sec. Comput.                                             |     1
   4040 | Wei Liu   | BMSB                                                                            |     1
   6036 | Wei Wang  | ACL (1)                                                                         |     1
   6036 | Wei Wang  | IEEE T. Geoscience and Remote Sensing                                           |     1
   4040 | Wei Liu   | ITW                                                                             |     1
   6036 | Wei Wang  | IAS                                                                             |     2
  21694 | Yan Zhang | SEKE                                                                            |     1
   6036 | Wei Wang  | IJIIT                                                                           |     1
   6036 | Wei Wang  | SIAM J. Applied Dynamical Systems                                               |     1
   6036 | Wei Wang  | Euro-Par                                                                        |     1
  21694 | Yan Zhang | IEEE Transactions on Signal Processing                                          |     3
   4040 | Wei Liu   | IEEE Trans. Knowl. Data Eng.                                                    |     1
  21694 | Yan Zhang | DASC                                                                            |     1
   4040 | Wei Liu   | DSAA                                                                            |     2
   4040 | Wei Liu   | ACPR                                                                            |     1
   6036 | Wei Wang  | Appl. Math. Lett.                                                               |     5
   6036 | Wei Wang  | IDEAL                                                                           |     1
  21694 | Yan Zhang | IJPRAI                                                                          |     4
  21694 | Yan Zhang | Journal of Systems Architecture - Embedded Systems Design                       |     1
  21694 | Yan Zhang | IEEE Systems Journal                                                            |     7
   4040 | Wei Liu   | IJART                                                                           |     1
   4040 | Wei Liu   | IET Communications                                                              |     3
   6036 | Wei Wang  | J. UCS                                                                          |     1
   4040 | Wei Liu   | ICPR (1)                                                                        |     1
   6036 | Wei Wang  | VEE                                                                             |     1
  21694 | Yan Zhang | Frontiers of Computer Science in China                                          |     1
   4040 | Wei Liu   | JNW                                                                             |     1
   6036 | Wei Wang  | IJDSN                                                                           |     4
  21694 | Yan Zhang | ICIC (1)                                                                        |     2
   6036 | Wei Wang  | Graphs and Combinatorics                                                        |     2
   4040 | Wei Liu   | ADC                                                                             |     1
   6036 | Wei Wang  | CISS                                                                            |     1
   4040 | Wei Liu   | Signal, Image and Video Processing                                              |     1
   4040 | Wei Liu   | Data Knowl. Eng.                                                                |     1
   4040 | Wei Liu   | J. Multivariate Analysis                                                        |     2
  21694 | Yan Zhang | ICIP                                                                            |     4
   4040 | Wei Liu   | SIGIR                                                                           |     2
   6036 | Wei Wang  | ICSR                                                                            |     2
  21694 | Yan Zhang | IET Networks                                                                    |     1
  21694 | Yan Zhang | HICSS                                                                           |     1
   6036 | Wei Wang  | J. Intellig. Transport. Systems                                                 |     2
   6036 | Wei Wang  | ISCAS (5)                                                                       |     1
   4040 | Wei Liu   | ICASSP                                                                          |     9
   4040 | Wei Liu   | Computer Communications                                                         |     2
   6036 | Wei Wang  | JDIM                                                                            |     1
   4040 | Wei Liu   | ISGT Europe                                                                     |     1
  21694 | Yan Zhang | AICI (1)                                                                        |     1
  21694 | Yan Zhang | J. Applied Logic                                                                |     1
  21694 | Yan Zhang | IHI                                                                             |     3
   6036 | Wei Wang  | Security and Management                                                         |     1
   6036 | Wei Wang  | FSKD                                                                            |     7
   4040 | Wei Liu   | ICONIP (3)                                                                      |     1
   6036 | Wei Wang  | ISMIS                                                                           |     1
   6036 | Wei Wang  | Signal Processing                                                               |     4
   6036 | Wei Wang  | PDPTA                                                                           |     1
   4040 | Wei Liu   | SNPD                                                                            |     1
   6036 | Wei Wang  | IScIDE                                                                          |     3
   6036 | Wei Wang  | CSSE (1)                                                                        |     1
   6036 | Wei Wang  | Biological Cybernetics                                                          |     2
   6036 | Wei Wang  | FAST                                                                            |     2
   4040 | Wei Liu   | IEEE Transactions on Systems, Man, and Cybernetics, Part B                      |     1
   4040 | Wei Liu   | CGIV                                                                            |     1
   6036 | Wei Wang  | BIOCOMP                                                                         |     1
   6036 | Wei Wang  | ESIAT (2)                                                                       |     1
   6036 | Wei Wang  | IEEE Network                                                                    |     1
   4040 | Wei Liu   | IEEE Transactions on Neural Networks                                            |     1
  21694 | Yan Zhang | ICAC                                                                            |     3
   6036 | Wei Wang  | The New Review of Hypermedia and Multimedia                                     |     1
   4040 | Wei Liu   | ICME                                                                            |     5
  21694 | Yan Zhang | IEA/AIE (1)                                                                     |     1
  21694 | Yan Zhang | IEICE Transactions                                                              |     2
   6036 | Wei Wang  | "CloudCom-Asia                                                                  |     1
  21694 | Yan Zhang | CIKM                                                                            |     9
   6036 | Wei Wang  | COMPSAC (1)                                                                     |     1
   4040 | Wei Liu   | TRECVID                                                                         |     2
  21694 | Yan Zhang | BIC-TA                                                                          |     1
   4040 | Wei Liu   | ICSI (1)                                                                        |     1
  21694 | Yan Zhang | ACML                                                                            |     1
   6036 | Wei Wang  | ACIS-ICIS                                                                       |     1
   6036 | Wei Wang  | CSIE (2)                                                                        |     1
  21694 | Yan Zhang | ICIP (3)                                                                        |     1
   6036 | Wei Wang  | WAIM                                                                            |     3
  21694 | Yan Zhang | Theory Comput. Syst.                                                            |     1
   4040 | Wei Liu   | HPCC/EUC                                                                        |     1
   6036 | Wei Wang  | FORTE                                                                           |     1
  21694 | Yan Zhang | CIT                                                                             |     9
   4040 | Wei Liu   | Wireless Personal Communications                                                |     4
   6036 | Wei Wang  | Intelligent Automation&Soft Computing                                           |     1
  21694 | Yan Zhang | JCP                                                                             |     3
  21694 | Yan Zhang | VSMM                                                                            |     1
  21694 | Yan Zhang | Eng. Appl. of AI                                                                |     1
   4040 | Wei Liu   | ESSDERC                                                                         |     1
   6036 | Wei Wang  | GCC (1)                                                                         |     1
   4040 | Wei Liu   | DSN                                                                             |     1
   6036 | Wei Wang  | E2SC@SC                                                                         |     1
  21694 | Yan Zhang | IJCCBS                                                                          |     1
   4040 | Wei Liu   | Computers&Geosciences                                                           |     1
  21694 | Yan Zhang | WGEC                                                                            |     2
   4040 | Wei Liu   | IJCAI                                                                           |     5
  21694 | Yan Zhang | ICNC                                                                            |     8
  21694 | Yan Zhang | IEEE T. Fuzzy Systems                                                           |     1
   4040 | Wei Liu   | IEEE VAST                                                                       |     1
   6036 | Wei Wang  | PROLAMAT                                                                        |     1
  21694 | Yan Zhang | I. J. Information Acquisition                                                   |     1
   6036 | Wei Wang  | CLUSTER                                                                         |     1
   6036 | Wei Wang  | COLING                                                                          |     1
   6036 | Wei Wang  | ICMR                                                                            |     2
   4040 | Wei Liu   | ISBI                                                                            |     3
   6036 | Wei Wang  | ECML/PKDD (2)                                                                   |     1
  21694 | Yan Zhang | IEEE T. Vehicular Technology                                                    |    19
  21694 | Yan Zhang | Inf. Sci.                                                                       |     5
  21694 | Yan Zhang | QRS                                                                             |     1
   6036 | Wei Wang  | DCC                                                                             |     1
   6036 | Wei Wang  | Peer-to-Peer Networking and Applications                                        |     1
   6036 | Wei Wang  | Signal Processing Systems                                                       |     1
   6036 | Wei Wang  | Grey Systems: T&A                                                               |     1
   6036 | Wei Wang  | ICDE                                                                            |     1
   6036 | Wei Wang  | Int. J. Communication Systems                                                   |     1
   4040 | Wei Liu   | Soft Comput.                                                                    |     1
   6036 | Wei Wang  | Information Fusion                                                              |     1
  21694 | Yan Zhang | WKDD                                                                            |     1
   4040 | Wei Liu   | ICEC                                                                            |     1
  21694 | Yan Zhang | CDVE                                                                            |     1
   4040 | Wei Liu   | CIVR                                                                            |     1
   4040 | Wei Liu   | Int. J. Comput. Math.                                                           |     2
   4040 | Wei Liu   | IEEE Trans. Aerospace and Electronic Systems                                    |     2
   4040 | Wei Liu   | ICDM Workshops                                                                  |     1
   6036 | Wei Wang  | Journal of Chemical Information and Modeling                                    |     2
   6036 | Wei Wang  | IMSCCS                                                                          |     1
   4040 | Wei Liu   | ICEIS (1)                                                                       |     1
  21694 | Yan Zhang | J. Comput. Sci. Technol.                                                        |     1
   4040 | Wei Liu   | BCB                                                                             |     2
   4040 | Wei Liu   | International Journal of Uncertainty, Fuzziness and Knowledge-Based Systems     |     1
   4040 | Wei Liu   | Computers in Entertainment                                                      |     1
   6036 | Wei Wang  | ICCA                                                                            |     2
   4040 | Wei Liu   | AINA (2)                                                                        |     1
  21694 | Yan Zhang | IJCNN                                                                           |     2
   4040 | Wei Liu   | IEEE Journal on Selected Areas in Communications                                |     4
  21694 | Yan Zhang | GPGPU@PPoPP                                                                     |     1
  21694 | Yan Zhang | JDCTA                                                                           |     1
   4040 | Wei Liu   | ICPP Workshops                                                                  |     2
   6036 | Wei Wang  | Web Intelligence                                                                |     2
  21694 | Yan Zhang | FSKD (1)                                                                        |     2
   4040 | Wei Liu   | ECCV (1)                                                                        |     1
   6036 | Wei Wang  | ICMU                                                                            |     1
   4040 | Wei Liu   | J. Intelligent Manufacturing                                                    |     2
   6036 | Wei Wang  | ECMR                                                                            |     1
  21694 | Yan Zhang | GRAPHITE                                                                        |     1
   6036 | Wei Wang  | IEEE Trans. Biomed. Engineering                                                 |     2
   4040 | Wei Liu   | Microprocessors and Microsystems - Embedded Hardware Design                     |     1
   6036 | Wei Wang  | IEEE/ACM Trans. Netw.                                                           |     1
   4040 | Wei Liu   | IEEE Trans. Automat. Contr.                                                     |     1
   6036 | Wei Wang  | WiNTECH                                                                         |     1
  21694 | Yan Zhang | WASA                                                                            |     1
  21694 | Yan Zhang | CoRR                                                                            |    32
   4040 | Wei Liu   | ICCAD                                                                           |     2
  21694 | Yan Zhang | J. Applied Mathematics                                                          |     3
   4040 | Wei Liu   | Ubicomp                                                                         |     1
   6036 | Wei Wang  | Computers&Industrial Engineering                                                |     1
   6036 | Wei Wang  | Industrial Management and Data Systems                                          |     1
  21694 | Yan Zhang | IEEE Congress on Evolutionary Computation                                       |     3
   6036 | Wei Wang  | MOBICOM                                                                         |     1
  21694 | Yan Zhang | IIS                                                                             |     1
  21694 | Yan Zhang | VISAPP (1)                                                                      |     1
   4040 | Wei Liu   | CHI                                                                             |     1
   6036 | Wei Wang  | Mathematical and Computer Modelling                                             |     3
   4040 | Wei Liu   | IKE                                                                             |     1
   4040 | Wei Liu   | SIGGRAPH Posters                                                                |     1
   4040 | Wei Liu   | Applied Mathematics and Computation                                             |     3
  21694 | Yan Zhang | IEEE J. Biomedical and Health Informatics                                       |     1
  21694 | Yan Zhang | IEEE Communications Letters                                                     |    12
   4040 | Wei Liu   | ICSDM                                                                           |     1
   4040 | Wei Liu   | ADCS                                                                            |     1
  21694 | Yan Zhang | TPLP                                                                            |     4
   4040 | Wei Liu   | ASP-DAC                                                                         |     2
   6036 | Wei Wang  | Database                                                                        |     1
  21694 | Yan Zhang | IEEE/ACM Trans. Comput. Biology Bioinform.                                      |     1
   6036 | Wei Wang  | IEEE Transactions on Wireless Communications                                    |     1
   4040 | Wei Liu   | ISPA                                                                            |     1
  21694 | Yan Zhang | ChinaGrid                                                                       |     2
   4040 | Wei Liu   | WOWMOM                                                                          |     1
  21694 | Yan Zhang | Inscrypt                                                                        |     1
   6036 | Wei Wang  | IEEE SCC                                                                        |     1
   4040 | Wei Liu   | Australian Joint Conference on Artificial Intelligence                          |     1
  21694 | Yan Zhang | ESEM                                                                            |     1
   4040 | Wei Liu   | QSHINE                                                                          |     1
  21694 | Yan Zhang | ISCSCT (2)                                                                      |     1
   6036 | Wei Wang  | Expert Syst. Appl.                                                              |     1
   6036 | Wei Wang  | ISDA                                                                            |     1
  21694 | Yan Zhang | J. Cognitive Neuroscience                                                       |     2
   4040 | Wei Liu   | WPMC                                                                            |     1
  21694 | Yan Zhang | IJWMIP                                                                          |     1
   4040 | Wei Liu   | APWeb                                                                           |     4
   4040 | Wei Liu   | ICIC (2)                                                                        |     2
   4040 | Wei Liu   | TRIDENTCOM                                                                      |     1
  21694 | Yan Zhang | J. Computational Applied Mathematics                                            |     1
   4040 | Wei Liu   | ICCSA (2)                                                                       |     2
  21694 | Yan Zhang | Electr. Notes Theor. Comput. Sci.                                               |     1
  21694 | Yan Zhang | IEEE Transactions on Information Forensics and Security                         |     2
   6036 | Wei Wang  | ICEBE                                                                           |     2
   4040 | Wei Liu   | Cognitive Computation                                                           |     1
   4040 | Wei Liu   | UbiComp                                                                         |     1
  21694 | Yan Zhang | WHICEB                                                                          |     1
  21694 | Yan Zhang | AI Commun.                                                                      |     1
   6036 | Wei Wang  | TAL                                                                             |     1
   6036 | Wei Wang  | CIS                                                                             |    13
   4040 | Wei Liu   | ACM Multimedia                                                                  |     4
   4040 | Wei Liu   | IROS                                                                            |     2
  21694 | Yan Zhang | Australasian Conference on Artificial Intelligence                              |     2
  21694 | Yan Zhang | I. J. Bifurcation and Chaos                                                     |     2
   6036 | Wei Wang  | ACM Trans. Database Syst.                                                       |     1
   4040 | Wei Liu   | IJAOSE                                                                          |     2
   4040 | Wei Liu   | CCTA (1)                                                                        |     1
  21694 | Yan Zhang | SWAT                                                                            |     1
   6036 | Wei Wang  | CSoNet                                                                          |     1
  21694 | Yan Zhang | ICIP (1)                                                                        |     1
   4040 | Wei Liu   | ITQM                                                                            |     5
   6036 | Wei Wang  | Int. J. Control                                                                 |     1
   4040 | Wei Liu   | Telecommunication Systems                                                       |     2
   6036 | Wei Wang  | MobiHoc                                                                         |     1
   6036 | Wei Wang  | Electr. J. Comb.                                                                |     1
   4040 | Wei Liu   | MASCOTS                                                                         |     1
   4040 | Wei Liu   | NPC                                                                             |     1
   4040 | Wei Liu   | Intelligent Vehicles Symposium                                                  |     7
   6036 | Wei Wang  | BMEI (2)                                                                        |     1
   6036 | Wei Wang  | Computers&OR                                                                    |     1
  21694 | Yan Zhang | IEEE Trans. Industrial Informatics                                              |     2
   6036 | Wei Wang  | PIMRC                                                                           |     3
   6036 | Wei Wang  | TrustCom/ISPA/IUCC                                                              |     2
   6036 | Wei Wang  | IEEE Transactions on Industrial Electronics                                     |     5
   6036 | Wei Wang  | EURASIP J. Adv. Sig. Proc.                                                      |     2
   4040 | Wei Liu   | MICCAI (3)                                                                      |     2
   6036 | Wei Wang  | KSEM                                                                            |     1
   4040 | Wei Liu   | ICIP (5)                                                                        |     1
  21694 | Yan Zhang | ISCID (1)                                                                       |     1
   4040 | Wei Liu   | Digital Signal Processing                                                       |     3
  21694 | Yan Zhang | ICIC (3)                                                                        |     2
  21694 | Yan Zhang | AVBPA                                                                           |     1
   6036 | Wei Wang  | IOT                                                                             |     2
   6036 | Wei Wang  | ICRA                                                                            |     3
   6036 | Wei Wang  | ICMI                                                                            |     1
   6036 | Wei Wang  | VISAPP (2)                                                                      |     1
   6036 | Wei Wang  | IEEE Communications Magazine                                                    |     4
   6036 | Wei Wang  | EIAT/IETA                                                                       |     1
   6036 | Wei Wang  | ISCC                                                                            |     1
   6036 | Wei Wang  | PDCAT                                                                           |     1
   4040 | Wei Liu   | ICIG                                                                            |     1
  21694 | Yan Zhang | CSEE (5)                                                                        |     1
   6036 | Wei Wang  | CEEMAS                                                                          |     1
  21694 | Yan Zhang | Journal of Mathematical Imaging and Vision                                      |     1
  21694 | Yan Zhang | RSCTC                                                                           |     1
  21694 | Yan Zhang | BHI                                                                             |     1
  21694 | Yan Zhang | DSP                                                                             |     1
  21694 | Yan Zhang | ICA3PP (4)                                                                      |     1
   6036 | Wei Wang  | IPMU                                                                            |     1
  21694 | Yan Zhang | Bioinformatics                                                                  |     6
  21694 | Yan Zhang | ISC                                                                             |     2
   4040 | Wei Liu   | PRICAI                                                                          |     3
   4040 | Wei Liu   | ISIT                                                                            |     2
   6036 | Wei Wang  | IEEE J. Emerg. Sel. Topics Circuits Syst.                                       |     1
  21694 | Yan Zhang | ICC Workshops                                                                   |     2
   6036 | Wei Wang  | J. Sensors                                                                      |     1
   6036 | Wei Wang  | Wireless Networks                                                               |     2
   4040 | Wei Liu   | PAKDD (1)                                                                       |     4
   6036 | Wei Wang  | Industrial Robot                                                                |     4
   4040 | Wei Liu   | MMM                                                                             |     1
   6036 | Wei Wang  | URAI                                                                            |     1
   6036 | Wei Wang  | CDC                                                                             |     6
  21694 | Yan Zhang | ICNC (6)                                                                        |     1
   4040 | Wei Liu   | HPCA                                                                            |     1
   4040 | Wei Liu   | DASFAA (1)                                                                      |     1
   6036 | Wei Wang  | IEEE Trans. Med. Imaging                                                        |     2
  21694 | Yan Zhang | BIBM                                                                            |     1
   4040 | Wei Liu   | J. Digital Imaging                                                              |     1
   4040 | Wei Liu   | MCO                                                                             |     1
   6036 | Wei Wang  | SYSTOR                                                                          |     1
  21694 | Yan Zhang | JASIST                                                                          |     7
   6036 | Wei Wang  | Ann. Pure Appl. Logic                                                           |     2
   4040 | Wei Liu   | J. Comb. Optim.                                                                 |     1
   6036 | Wei Wang  | LSMS/ICSEE                                                                      |     2
   6036 | Wei Wang  | IEEE T. Cybernetics                                                             |     1
   4040 | Wei Liu   | Studia Logica                                                                   |     1
  21694 | Yan Zhang | SIGCSE                                                                          |     1
   6036 | Wei Wang  | ICMLC                                                                           |     2
  21694 | Yan Zhang | Int. J. Hum.-Comput. Stud.                                                      |     1
   6036 | Wei Wang  | Comp. Opt. and Appl.                                                            |     1
  21694 | Yan Zhang | ISGT                                                                            |     1
  21694 | Yan Zhang | ICSI (2)                                                                        |     1
   4040 | Wei Liu   | UbiComp (Adjunct Publication)                                                   |     1
  21694 | Yan Zhang | CyberC                                                                          |     1
   4040 | Wei Liu   | J. Intell. Inf. Syst.                                                           |     1
  21694 | Yan Zhang | IMIS                                                                            |     1
   6036 | Wei Wang  | ICCCN                                                                           |     3
   4040 | Wei Liu   | DATE                                                                            |     2
   6036 | Wei Wang  | IEEE Trans. Parallel Distrib. Syst.                                             |     4
   4040 | Wei Liu   | Proceedings of the IEEE                                                         |     3
   6036 | Wei Wang  | Control and Intelligent Systems                                                 |     1
   6036 | Wei Wang  | ICMCS, Vol. 2                                                                   |     1
   4040 | Wei Liu   | WISM                                                                            |     1
   6036 | Wei Wang  | PACIIA (2)                                                                      |     1
   6036 | Wei Wang  | IEEE Computer                                                                   |     1
   6036 | Wei Wang  | VLDB J.                                                                         |     2
   6036 | Wei Wang  | WOCC                                                                            |     1
  21694 | Yan Zhang | IEEE Transactions on Information Theory                                         |     1
  21694 | Yan Zhang | APSCC                                                                           |     1
   6036 | Wei Wang  | JSW                                                                             |     4
  21694 | Yan Zhang | FSKD (4)                                                                        |     2
  21694 | Yan Zhang | ICNC (3)                                                                        |     1
   6036 | Wei Wang  | ADMA (2)                                                                        |     1
   4040 | Wei Liu   | International Conference on Computational Science (2)                           |     1
   4040 | Wei Liu   | EUSIPCO                                                                         |     9
   4040 | Wei Liu   | ICAL                                                                            |     1
  21694 | Yan Zhang | HSB                                                                             |     1
   6036 | Wei Wang  | SCAM                                                                            |     1
   4040 | Wei Liu   | J. Systems Science&Complexity                                                   |     1
   4040 | Wei Liu   | MICRO                                                                           |     3
   4040 | Wei Liu   | SCIENCE CHINA Information Sciences                                              |     2
   6036 | Wei Wang  | IWSC                                                                            |     1
  21694 | Yan Zhang | NEMS                                                                            |     1
   6036 | Wei Wang  | ICPADS                                                                          |     1
   4040 | Wei Liu   | Knowl.-Based Syst.                                                              |     2
  21694 | Yan Zhang | ECMDA-FA                                                                        |     1
   6036 | Wei Wang  | SIAM Journal of Applied Mathematics                                             |     1
   4040 | Wei Liu   | HCI (14)                                                                        |     1
   4040 | Wei Liu   | Computer Networks                                                               |     2
  21694 | Yan Zhang | IEEE Trans. Computers                                                           |     2
   6036 | Wei Wang  | Comp. Int. and Neurosc.                                                         |     5
  21694 | Yan Zhang | Computers&Electrical Engineering                                                |     2
   4040 | Wei Liu   | Kybernetes                                                                      |     1
   4040 | Wei Liu   | WCNC                                                                            |    10
   6036 | Wei Wang  | ASAP                                                                            |     1
   6036 | Wei Wang  | IGARSS                                                                          |    13
   6036 | Wei Wang  | MMSP                                                                            |     1
  21694 | Yan Zhang | D-Lib Magazine                                                                  |     1
  21694 | Yan Zhang | ICARCV                                                                          |     2
   4040 | Wei Liu   | JCM                                                                             |     3
   4040 | Wei Liu   | ECCV (3)                                                                        |     1
  21694 | Yan Zhang | HCI (20)                                                                        |     1
  21694 | Yan Zhang | Computers&Mathematics with Applications                                         |     2
   4040 | Wei Liu   | Math. Meth. of OR                                                               |     1
   4040 | Wei Liu   | Journal of Computational Chemistry                                              |     1
  21694 | Yan Zhang | Entropy                                                                         |     1
   4040 | Wei Liu   | Computational Statistics&Data Analysis                                          |     7
   4040 | Wei Liu   | SMC                                                                             |     2
  21694 | Yan Zhang | ISWCS                                                                           |     1
   6036 | Wei Wang  | ICPR                                                                            |     5
   6036 | Wei Wang  | ICEE                                                                            |     2
   4040 | Wei Liu   | IJWIN                                                                           |     1
  21694 | Yan Zhang | IWCMC                                                                           |    11
   6036 | Wei Wang  | Neural Computing and Applications                                               |     2
   6036 | Wei Wang  | PACCS                                                                           |     1
   6036 | Wei Wang  | J. Bioinformatics and Computational Biology                                     |     1
  21694 | Yan Zhang | APWeb/WAIM Workshops                                                            |     1
   6036 | Wei Wang  | IEEE Trans. Contr. Sys. Techn.                                                  |     1
   4040 | Wei Liu   | ITCC (2)                                                                        |     1
  21694 | Yan Zhang | Comp. in Bio. and Med.                                                          |     2
  21694 | Yan Zhang | ICFEM                                                                           |     1
  21694 | Yan Zhang | WCNIS                                                                           |     2
   6036 | Wei Wang  | CSCWD                                                                           |    10
   6036 | Wei Wang  | GCC Workshops                                                                   |     1
   4040 | Wei Liu   | Data Science Journal                                                            |     2
   4040 | Wei Liu   | IEEE Trans. Mob. Comput.                                                        |     2
   4040 | Wei Liu   | MSN                                                                             |     1
   6036 | Wei Wang  | ISCAS (6)                                                                       |     1
   6036 | Wei Wang  | WACV                                                                            |     2
  21694 | Yan Zhang | CloudCom                                                                        |     1
   6036 | Wei Wang  | BMC Bioinformatics                                                              |     2
